"W1","W2","W3","W4","A","Y"
0,0,0.0876482531893998,1.38929095584899,0,1
1,0,0.671230287989601,3.70707976981066,0,0
0,0,0.198637301335111,3.45060044899583,0,0
0,0,0.216589317191392,0.769520450849086,0,0
1,1,0.414170617936179,1.44860465312377,1,1
0,1,0.229929671622813,4.98624898027629,0,0
1,1,0.487517049536109,1.58266013138928,1,1
1,1,0.730682719964534,4.13908583926968,0,1
1,0,0.990151499630883,3.29761374625377,0,1
1,0,0.808461079606786,2.73277231724933,0,0
1,1,0.551871301606297,4.89722953061573,0,1
1,0,0.465794161194935,3.39486639713868,0,0
1,1,0.642273956676945,4.38066021772102,0,1
1,1,0.943945231381804,2.34455107012764,0,1
0,1,0.492136087967083,0.0241113419178873,1,0
1,0,0.887592399958521,1.03790424880572,1,0
1,1,0.478617844171822,4.77498019696213,1,1
0,1,0.715184022905305,4.42244710051455,0,0
0,1,0.00412320322357118,1.9351073668804,0,0
1,1,0.525002101203427,4.08861092990264,1,1
1,1,0.579590795328841,1.90235475543886,1,1
1,1,0.209570619044825,2.55122346803546,1,1
1,1,0.234223447041586,4.07845592359081,0,1
0,1,0.899853340350091,0.420973529107869,1,1
0,0,0.140684716403484,3.78049338702112,0,0
1,0,0.861574378795922,2.38859315752052,1,0
0,1,0.646390584763139,0.386406510369852,0,0
0,1,0.280899486271665,1.10124644357711,1,0
1,0,0.807912430725992,4.86515016062185,0,0
1,0,0.0982448607683182,4.64190926868469,0,1
1,0,0.340008304687217,3.30585761228576,1,0
1,1,0.888720004819334,4.89203631528653,0,1
0,0,0.309740544995293,4.16880527278408,0,0
1,0,0.878117643296719,1.95519450004213,0,0
0,1,0.898715107236058,3.98808033089153,0,0
0,0,0.79231910710223,0.730829979293048,0,0
1,1,0.201772542437539,1.67679821606725,1,1
0,0,0.96295919874683,0.668177310144529,0,0
0,0,0.590011002030224,2.55613230168819,0,0
0,0,0.99316251417622,3.22008816292509,0,0
1,0,0.121835734695196,4.34502644580789,0,1
0,0,0.751985808601603,3.28492205240764,0,0
0,0,0.687805710826069,0.595396716380492,1,0
0,1,0.358218538342044,1.70246450230479,0,0
1,1,0.852202953072265,1.85865976032801,1,1
0,1,0.725478411419317,3.18211637670174,0,0
1,0,0.697906425688416,0.0559603818692267,1,0
1,0,0.365107099059969,3.54755787644535,0,0
0,0,0.479959734482691,4.5257660956122,0,0
1,1,0.592793938005343,0.369976877700537,1,0
1,0,0.84481601906009,0.847313035046682,1,0
1,0,0.34319485258311,4.78509612381458,0,0
0,0,0.338709631701931,0.0244009669404477,0,0
1,1,0.847188404062763,0.333310021087527,1,0
0,1,0.0350051186978817,0.692016311222687,1,0
0,1,0.852821384556592,2.6204618322663,0,0
0,1,0.580181993544102,2.75192727800459,0,1
1,1,0.668730780947953,0.274206107715145,1,0
1,0,0.417593243997544,0.825620340183377,1,0
0,0,0.984514680923894,1.54296942637302,0,0
1,0,0.0640225692186505,2.39792231470346,0,0
1,0,0.863500063540414,0.488919663475826,1,0
1,1,0.00338720250874758,2.68717425176874,1,1
0,1,0.0915702257771045,3.03146689780988,0,0
1,0,0.913921515457332,0.560106876073405,1,0
0,1,0.407706320285797,4.65936218621209,0,0
1,1,0.944833817658946,4.73278845311143,0,1
1,1,0.647063646232709,0.460839626612142,1,1
1,1,0.3240379053168,4.93581700604409,0,1
0,1,0.626044603995979,2.26443935418501,0,0
1,1,0.115857847034931,3.36069355718791,0,1
1,1,0.865102357231081,4.3178795883432,1,1
1,0,0.712820082902908,2.79702396132052,0,0
0,1,0.278217556653544,2.39851205609739,0,1
0,1,0.0747530099470168,3.87120665516704,0,1
1,1,0.926085732411593,3.22392005822621,0,1
0,0,0.0128592294640839,4.82560096657835,0,0
0,0,0.232394820544869,1.25406682491302,1,0
1,0,0.310757511761039,2.93596210191026,0,1
0,0,0.125114278867841,1.78188454243354,1,0
1,1,0.487594863632694,0.883858527522534,1,0
1,1,0.772368137491867,0.749364584917203,1,1
0,1,0.953167360275984,0.434860202949494,1,0
0,0,0.670321253826842,1.78695408860222,1,1
0,0,0.361379181267694,4.02673778589815,0,1
1,0,0.131319739855826,2.90543287759647,0,0
1,0,0.257275971584022,1.71986808651127,0,0
0,0,0.457893800223246,2.60896136984229,1,0
0,1,0.357631182530895,2.15171349234879,1,0
1,1,0.201641883002594,3.96876576240174,0,1
1,0,0.340611634310335,3.85044861817732,0,0
1,1,0.841161692515016,1.64979874389246,1,1
1,1,0.948551207082346,3.63102521281689,0,1
0,1,0.329568063141778,4.9259849160444,0,0
1,0,0.352946337545291,0.0555242691189051,1,0
1,0,0.350659383228049,3.45203417469747,0,1
1,1,0.0403589950874448,4.44478232297115,0,1
0,0,0.0382970529608428,2.92381022474729,0,0
1,1,0.747415252495557,3.50812127813697,1,1
1,0,0.574353452306241,0.575624133925885,1,0
1,0,0.728964639827609,2.52119980519637,0,0
0,1,0.341416718438268,1.58485543215647,0,1
1,0,0.398678098106757,0.884434554027393,0,0
0,0,0.922536292346194,3.60020510386676,0,0
1,1,0.671421384904534,1.83189934701659,1,1
1,0,0.281328089768067,3.14059197553433,0,1
0,0,0.689553716685623,4.20380408060737,0,1
1,1,0.225830193143338,1.94996314472519,1,1
1,0,0.0590455436613411,3.75559277599677,0,0
1,1,0.55137204984203,1.1412846215535,1,1
1,1,0.697475116234273,3.87867049314082,1,1
1,0,0.153298593126237,3.77415409195237,1,1
1,1,0.982606793753803,2.80035642907023,0,1
0,0,0.345467859180644,3.2329726126045,0,1
1,1,0.647526858607307,4.37296454096213,1,1
1,0,0.247568704653531,0.560836672084406,1,0
0,1,0.717831983463839,2.16837932472117,0,0
1,0,0.83922799071297,4.54048024606891,0,1
0,0,0.737870438024402,3.76066197175533,0,0
1,0,0.0784232716541737,4.06748645124026,0,0
0,1,0.455941925989464,1.15860306890681,0,0
1,0,0.273833903949708,2.86071724491194,0,0
0,1,0.735474228160456,4.59010182297789,0,0
1,0,0.72804076038301,1.60347443888895,1,0
0,1,0.920109464321285,2.99309253925458,0,0
1,0,0.139928127871826,2.76572979521006,0,0
0,0,0.576180754229426,0.543241329723969,1,0
1,0,0.720398535486311,4.91424176609144,0,0
0,1,0.331239299383014,3.71916337055154,0,1
1,1,0.032471883110702,0.593999780248851,1,1
0,0,0.915761308511719,0.0392002484295517,1,0
1,1,0.653341822559014,0.954802794149145,1,1
1,0,0.748879346530885,1.48509506252594,0,1
1,0,0.0990038386080414,0.76367343775928,0,0
1,0,0.34391776076518,2.71731893764809,0,1
0,0,0.455219123745337,0.459292727755383,0,0
0,1,0.764917382737622,1.80823397473432,0,1
0,1,0.347759590949863,0.0217728002462536,1,0
0,1,0.573141299188137,4.86012239358388,0,1
0,0,0.954166749492288,2.48536143451929,0,0
1,1,0.994323536055163,0.737850596196949,1,0
0,1,0.483892332529649,4.93321545072831,0,0
0,0,0.585422364063561,0.0629027269314975,1,0
0,1,0.919867619872093,2.04859662218951,0,0
1,1,0.801555756712332,4.86420530942269,0,1
0,1,0.443733933381736,0.267556636827067,1,0
0,1,0.606468454468995,2.96794040128589,0,0
0,0,0.0694317908491939,3.67852274677716,0,1
1,1,0.0812247840221971,2.39838188630529,1,1
1,1,0.0764170731417835,2.53429080010392,0,1
1,1,0.93824679334648,2.70613303408027,0,1
0,0,0.695347489090636,0.276617164490744,0,0
0,1,0.755683313822374,3.28018617932685,0,0
0,1,0.613477535080165,4.81360898935236,0,1
1,0,0.650492049288005,1.36752425460145,0,0
0,1,0.641424365574494,0.201490609906614,1,0
1,1,0.59895170526579,1.92806079750881,0,1
0,1,0.0663591343909502,1.58632512204349,0,0
0,1,0.439424306619912,4.82700862223282,0,1
1,1,0.957895306870341,3.34142493782565,0,1
1,1,0.647798761725426,2.69260994391516,1,1
0,0,0.345139282522723,1.82708506239578,0,1
0,1,0.291192462202162,3.21739740669727,0,0
1,0,0.174908875487745,0.950315572554246,1,1
1,1,0.836319781839848,3.08897104696371,1,1
1,1,0.0950676426291466,1.63145094295032,0,1
0,1,0.905789327807724,1.8241016427055,0,0
0,1,0.888432515785098,3.61000303411856,0,0
1,0,0.0773108163848519,3.9521427010186,0,0
1,0,0.533478108001873,0.0963172700721771,0,0
0,1,0.985225885175169,4.41962452488951,0,0
0,1,0.00171065214090049,3.52068808628246,0,1
1,1,0.569964839844033,0.128831082256511,1,0
0,1,0.389038013061509,0.0424827309325337,1,0
1,1,0.476835144218057,3.44393173465505,0,1
1,1,0.203079083468765,1.63918330450542,1,1
0,1,0.787034387467429,4.9035935557913,0,0
0,1,0.897072773892432,1.55580707709305,0,0
0,0,0.41815994004719,4.35425755917095,0,1
1,0,0.660328112309799,3.24519220506772,0,0
0,0,0.461296377237886,3.73317380086519,0,0
0,1,0.98473947471939,0.860304791713133,1,0
0,0,0.612152688438073,2.01410561334342,0,0
1,1,0.236227855784819,3.11951929354109,1,1
0,0,0.516083265887573,3.32010519574396,0,1
0,0,0.580738673685119,1.07628312776797,0,0
0,0,0.407823839224875,0.47180715133436,1,0
1,1,0.794500547461212,3.78428599331528,0,1
1,0,0.0308462532702833,2.78670050436631,0,0
1,1,0.789243259001523,1.44643841427751,1,1
0,1,0.927831791341305,3.37876689154655,0,0
0,1,0.24314767611213,0.331938782474026,0,0
0,0,0.191909143468365,2.97852919669822,0,0
0,1,0.0566263105720282,2.89450499927625,0,0
1,1,0.0638008480891585,2.37090400769375,1,1
1,1,0.662523372564465,1.0933042562101,1,1
0,1,0.745849610073492,0.344996717758477,1,0
1,1,0.180008461000398,1.0377128305845,1,1
1,0,0.905501118861139,4.09671917790547,1,0
0,1,0.22779360297136,1.42144173500128,0,0
0,0,0.291605197358876,0.877944445237517,1,0
0,0,0.38845247682184,3.39475636137649,0,0
1,0,0.135444379644468,0.0402772589586675,1,0
0,0,0.314560130704194,0.049850472714752,1,0
1,0,0.869344463106245,1.15054616006091,1,0
1,1,0.318047679960728,2.60230083833449,1,1
1,1,0.0213330625556409,2.55645848461427,0,1
1,1,0.40568040497601,1.96370102814399,0,1
0,1,0.394365052459762,2.65725833829492,0,0
1,0,0.124731938820332,1.41760721919127,0,0
0,1,0.100059645716101,1.21263024979271,1,1
1,0,0.74806550773792,0.808421584079042,0,0
1,0,0.648357196012512,1.89007241977379,1,0
0,0,0.556351053528488,2.13836503913626,1,0
0,1,0.0105007383972406,3.5935612313915,0,1
1,0,0.364928357535973,4.61462535895407,0,0
1,1,0.568107942584902,3.81772929336876,1,1
0,0,0.557606467977166,0.60020373784937,1,0
0,0,0.961614471627399,4.52005647006445,0,0
1,0,0.000850234413519502,2.5029014411848,1,0
0,0,0.272326985141262,4.45128835504875,0,1
0,1,0.30754688102752,1.85048918472603,1,1
1,1,0.764667570823804,4.03944139136001,0,1
0,1,0.844372261548415,4.85539932502434,0,0
1,0,0.267186049837619,1.5678245248273,1,0
0,1,0.584741928381845,0.417009005323052,1,0
1,1,0.724460047902539,4.313972115051,1,1
1,1,0.255969648715109,2.43701486499049,1,1
1,0,0.561700708931312,3.84475833270699,0,0
0,0,0.764602961717173,4.84640544396825,0,1
0,0,0.723144187824801,4.59491568617523,0,1
1,1,0.162355586653575,3.37212129496038,1,1
1,0,0.0529429202433676,0.77335087582469,1,0
1,0,0.356151116080582,3.7812099722214,0,0
0,1,0.338653487153351,4.64111966546625,0,0
1,0,0.661510938312858,0.36740772658959,1,0
1,1,0.274183978326619,1.47186257410794,1,1
1,0,0.417856878833845,1.9925789127592,0,0
0,1,0.351626761490479,2.10553916520439,0,0
1,0,0.734159147832543,2.88698091404513,0,0
0,1,0.309612816898152,4.22112645232119,0,1
0,0,0.601878675166517,1.29294348065741,0,0
0,1,0.249271868960932,1.90706318244338,1,0
0,1,0.338920910377055,0.0411174038890749,0,0
0,1,0.660867066588253,3.41856754384935,0,0
1,0,0.584639128297567,1.05213424190879,1,0
0,1,0.568919833283871,2.41082522668876,0,0
1,1,0.753878887044266,3.79472693195567,0,1
0,1,0.089322597021237,1.21515104197897,1,0
1,0,0.42140509467572,4.79729490587488,0,0
0,0,0.214250469580293,0.285935204010457,1,0
1,1,0.220990542089567,2.19330514664762,1,1
1,0,0.455150995403528,2.09907577605918,0,0
1,0,0.269852111581713,0.638716547982767,1,0
0,1,0.0418715516570956,0.57183823781088,1,1
0,1,0.61313377530314,1.60077540786006,0,0
0,0,0.321231523063034,4.74668109440245,0,1
0,1,0.493398368125781,0.676771678263322,1,0
0,0,0.773081701481715,0.861075851134956,0,0
0,0,0.100138155510649,3.51937485509552,1,0
0,1,0.336434305645525,2.15504230116494,0,0
1,1,0.917227158788592,3.01978045841679,1,1
1,0,0.276347598526627,1.76273642107844,1,0
1,1,0.69242661097087,3.57189550646581,0,1
1,0,0.155469377525151,1.07955179992132,0,0
1,0,0.526474142679945,3.91940410481766,0,0
0,0,0.749929996673018,3.30424607498571,0,0
1,1,0.590783447958529,0.37223958177492,1,0
1,0,0.757665127282962,4.87990137771703,0,1
1,0,0.640997752081603,3.54339077253826,0,0
1,0,0.836881495080888,4.39368088496849,0,0
1,1,0.497362806228921,0.00882296822965145,1,0
0,0,0.276975670596585,0.18449456198141,1,0
1,0,0.6487812907435,4.84474438126199,0,0
0,1,0.14398206002079,3.30112870200537,0,1
0,1,0.929998295847327,4.16119113913737,0,0
1,1,0.795197930885479,0.680788215249777,1,1
0,0,0.339981702389196,2.75553882005624,0,0
1,1,0.470826318487525,4.27156217047013,0,1
1,1,0.0172139236237854,2.42005811771378,1,1
1,1,0.21895122830756,4.72110023722053,0,1
0,0,0.862489721737802,1.3776737160515,1,0
0,0,0.814120413502678,4.16350336396135,0,0
1,1,0.254255318781361,3.55117122177035,0,1
1,1,0.707444572122768,4.58302583079785,0,1
0,0,0.688673626398668,1.22859357157722,1,0
1,0,0.256529821781442,0.580999959493056,0,0
1,1,0.00510688940994442,3.55043920339085,0,1
0,0,0.678176978603005,2.39872903213836,0,0
0,0,0.511532924603671,1.997559213778,0,0
0,0,0.953336384613067,0.724101366940886,1,0
0,1,0.741237603360787,4.22228626557626,0,0
1,0,0.791756442049518,3.56902287807316,0,0
1,0,0.306567574618384,1.84961915249005,0,1
0,0,0.610742728924379,3.56041803373955,0,1
1,1,0.42856455151923,0.0332842359784991,1,0
1,0,0.163128176704049,1.8296030710917,0,0
1,1,0.74162965384312,1.55465981224552,1,1
0,1,0.935118967201561,2.66779635800049,0,0
1,0,0.510870858328417,0.166784331668168,1,0
1,0,0.0892548838164657,2.38057442125864,0,0
0,0,0.842907497892156,0.970967494649813,0,0
1,1,0.264707950409502,2.8219781734515,1,1
1,1,0.472809853963554,4.50839933007956,0,1
0,0,0.108826813055202,0.214125238126144,1,0
1,1,0.515391662949696,4.54084443743341,0,1
1,0,0.728351467754692,0.120129935676232,0,0
1,1,0.423597441986203,2.82956546987407,0,1
0,0,0.383488162886351,4.05605401145294,0,0
1,0,0.801813798723742,0.0569054414518178,0,0
1,1,0.136064680758864,0.437202658504248,1,0
1,0,0.125479059061036,1.31068852497265,1,0
0,1,0.312225420027971,0.219523486448452,1,0
1,1,0.88918826286681,0.00710915541276336,1,0
0,1,0.0342255211435258,0.58100413531065,0,0
0,0,0.586732958676293,1.56761700869538,0,0
1,1,0.256558378692716,1.41246284707449,1,1
1,1,0.706390449544415,0.726158441975713,1,1
0,1,0.840337833156809,3.06830550543964,0,0
0,1,0.620783753460273,4.98087000567466,0,1
0,1,0.597451164619997,1.01852685096674,1,0
1,0,0.411393926478922,2.94222808908671,0,1
0,1,0.510125657776371,4.86073038890027,0,0
1,1,0.210391680011526,3.85113054537214,0,1
1,1,0.475123697891831,1.09729968360625,1,1
1,1,0.593487209407613,0.514359952649102,1,1
1,0,0.9586784793064,0.498344582738355,0,0
0,1,0.396479229675606,4.67328776372597,0,1
0,1,0.291849670931697,1.87291337526403,0,0
0,1,0.502551569370553,0.801432584412396,0,0
0,1,0.23208078998141,2.97899660421535,0,0
0,0,0.833776601124555,1.06310357456096,1,1
0,0,0.150658389320597,1.93233494879678,1,1
1,1,0.27983938367106,2.81635506777093,1,1
1,1,0.571861620526761,3.27110379352234,0,1
0,0,0.058459670515731,3.32370360847563,0,1
0,1,0.503916268469766,3.72366756666452,0,0
1,1,0.731407255399972,0.192055263323709,1,0
0,1,0.0440959213301539,2.00165709946305,0,0
0,1,0.335394290741533,1.92334594670683,0,1
1,0,0.604486230527982,1.9931156153325,0,0
0,1,0.0890339289326221,0.675059356726706,0,0
0,0,0.987908634124324,2.81473147100769,0,0
1,0,0.248352613300085,1.41030613100156,1,0
1,0,0.586551279528067,2.58550129365176,1,1
1,1,0.366890254663303,0.479951415909454,1,0
0,0,0.952190556563437,1.32644780096598,0,0
0,0,0.914807789493352,3.6960646440275,0,0
1,0,0.681547292973846,3.18328284425661,0,0
1,0,0.404577885754406,4.44856679765508,0,0
